,sentence,classification,tokens
193,제가 병원에서 진료를 받아야할까요?,1,제 가 병원 에서 진료 를 받다 야하다 요
25,50년 가까이 살면서 처음 겪는 일이라 걱정이 되기도 합니다.,1,50년 가까이 살다 처음 겪다 일이 라 걱정 이 되다 기도 하다
223,위장장애인지 뭔가 또 있는건지 답변 바랍니다.,1,위장 장애 인지 뭔가 또 있다 건지다 답변 바라다
134,무슨 증상인거죠?,1,무슨 증상 인거 죠
265,설사 복통이 원래 장염의 증세인가요?,1,설사 복통 이 원래 장염 의 증세 인가요
165,괜찮은가요?,1,괜찮다
78,공복에 배가아프고 뭘먹으면 금새 괜찮아지고 왜이런거죵,1,공복 에 배 가 아프다 뭘 먹다 금새 괜찮다 왜 이렇다 죵
214,뭐가 원인일까요?,1,뭐 가 원인 이다 요
213,진통제때문에 위가 타격을 입은걸까요?,1,진통제 때문 에 위 가 타격 을 이다 끄다
170,설사하는것도아니고 변비가 심한것도 아닌데 왜그러는건가요?,1,설사 하다 아니다 변비 가 심하다 아니다 왜 그렇다 가요
240,생리통인가요?,1,생리통 인가요
288,심하진않지만 설사와 그리고 복통이라 장염일수도 있을것 같고 만약 장염이라면 어떤처치를 하게 되나요?,1,심하다 않다 설사 와 그리고 복통 이라 장염 일 수도 있다 같다 만약 장염 이 라면 어떤 처치 를 하다 되다
149,어떡할까요?,1,어떡하다 요
34,위 장이 안좋은 편이어서 급성 위염인지 걱정도되고 급체이면 그나마 다행일텐데 어떻게 대처해야할지 알려주세요.,1,위 장이 안좋다 편 이어서 급성 위염 인지 걱정 도 되다 급체 이 면 그나마 다행 일텐데 어떻다 대처 하다 하다 알다
167,아님 지사제를 많이 먹어서 그런가요?,1,아니다 지 사제 를 많이 먹다 그런 가요
41,사라졌다 왔다가 하는데 장유착 의심해 봐야할까요?,1,사라지다 오다 하다 장 유착 의심 하다 보다 야하다 요
45,병원에 빨리 가봐야 할까요?,1,병원 에 빨리 가보다 하다 요
91,장염인가요?,1,장염 인가요
209,아니면 장에 좋은 과일이나 매실물등을 먹어주는게 나은가요?,1,아니다 장 에 좋다 과일 이나 매 실물 등 을 먹어주다 낫다
21,나 엑스레이 등으로 다른 검사로는 진단이 어려울까요?,1,나 엑스레이 등 으로 다른 검사 로는 진단 이 어리다 요
133,위염인가요?,1,위염 인가요
27,병원에선 급성 장염이라는데 약 먹어도 설사만 좀 줄고너무 아파서 일상생활이 안 될 정도인데 장염이 맞는걸까요?,1,병원 에선 급성 장염 이라는 데 약 먹다 설사 만 좀 줄 고 너무 아프다 일상생활 이 안 되다 정도 인데 장염 이 맞다 끄다
212,시간이 지나면 다시 괜찮아질까요?,1,시간 이 지나다 다시 괜찮다 끄다
3,맹장은 아니겠죠,1,맹장 은 아니다
92,무슨 증상인지 병원을 가야한다면 무슨 병원에 가야하는지 궁금합니다.,1,무슨 증상 인지 병원 을 가야 한 다 면 무슨 병원 에 가야 하다 궁금하다
112,복통이 잦은건 대체왜이런건가요?,1,복통 이 잦다 대체 왜 이런 건가 요
197,자궁이 약한편인대 불임될 가능성이 높은가요?,1,자궁 이 약 한편 인대 불임 되다 가능성 이 높다
190,그리고 배아플때 먹을 약좀 추천해주세요.,1,그리고 배 아프다 때 먹다 약 좀 추천 해주다
160,뭐 잘못먹은것도 없는거 같은데 왜그러는거죠,1,뭐 잘 못 먹다 없다 같다 왜 그렇다
16,왜 그런지 알수있을까요?,1,왜 그렇다 알다
64,계속 진통제 먹으면서 물 마시고 기다려야 하나요?,1,계속 진통제 먹다 물 말다 기다리다 하나요
218,병원가야하나요?,1,병원 가 야하다
262,스트레스성복통인가요?,1,스트레스 성 복통 인가요
47,단순한 과민성 장 증후근 일까요?,1,단순하다 과민성 장 증후 근 이다 요
200,이거혹시장염인가요?,1,이 거 혹시 장염 인가요
238,질문3 의사선생님께 뭐라고 말해볼까요?,1,질문 3 의사 선생님 께 뭐라다 말 해보다 요
254,이를 어찌 해야 할까요?,1,이르다 어찌 하다 하다 요
162,무슨증상인가요?,1,무슨 증상 인가요
29,무슨증상입니까,1,무슨 증상 입 니까
187,내일 비뇨기과를 가볼생각이긴한데 무슨 증상일까요?,1,내일 비뇨기 과를 가보다 생각 이기다 무슨 증상 이다 요
141,요즘들어 복통이 심하면서 아플때 마다 거의 이런변을 보는데 어떤증상인가요?,1,요즘 들다 복통 이 심하다 아프다 때 마다 거의 이런 변 을 보다 어떤 증상 인가요
182,혹시 왜 그러신지 아신가요?,1,혹시 왜 그 러신 지 알다
178,일요일이라 병원도 안열고또 참아야될것같은데 왜 이럴까요?,1,일요일 이라 병원 도 안 열다 또 참다 되다 같다 왜 이렇다 요
164,다른 검사를 더받아봐야할까요?,1,다른 검사 를 더 받다 보다 야하다 요
278,급체인가요?,1,급체 인가요
205,이거 장 꼬임이나 구멍난거인가요?,1,이 거 장 꼬임 이나 구멍 난 거 인가요
259,식중독이나 장염인 것 같은데 처방받은 항생제 계속 먹어도될까요?,1,식중독 이나 장염 인 것 같다 처방 받다 항생제 계속 먹다 되다 요
39,질병이 먼지아시나요?,1,질병 이 먼지 알다
161,증세를 찾아보니 대부분 바이러스성 장염 이랑 비슷한거 같은데 어떻게 해야 할까요?,1,증세 를 찾아보다 대부분 바이러스 성 장염 이랑 비슷하다 같다 어떻다 하다 하다 요
100,아님 응급실이라도가서 주사를 맞아야할까요?,1,아니다 응급실 이라도 가다 주사 를 맞다 야하다 요
116,제가 내일 중간고사라서 긴장되서 하루종일 속이 안좋고 설사도 하고 배아픈걸까요?,1,제 가 내일 중간고사 라서 긴장 되다 하루 종일 속이다 안좋다 설사 도 하다 배 아프다 걸다 요
82,왜그러는걸까요?,1,왜 그렇다 끄다
58,왜 이런 통증이 생기는 걸까요?,1,왜 이렇다 통증 이 생기다 걸다 요
277,5 추가로 복부초음파로도 장기의 염증을 알수있나요?,1,5 추가 로 복부 초음파 로 도 장기 의 염증 을 알다
286,생리약이나 복통약을 먹어도 되나요?,1,생리 약 이나 복통 약 을 먹다 되다
26,배가 갑자기 복통이 밀려오고 또 그 뒤에는 괜찮아 지는데 왜그런건가요?,1,배 가 갑자기 복통 이 밀려오다   또 그 뒤 에는 괜찮다 지다   왜 그런 건가 요
263,급성담낭염일까요?,1,급성 담낭염 이다 요
188,노로바이러스 같진 않은데 왜 이럴까요?,1,노로바이러스 같다 않다 왜 이렇다 요
28,왜이러는지좀 알려주세요.,1,왜 이르다 좀 알다
245,내시경이라도 받아봐야하는 걸까요?,1,내시경 이라도 받다 보다 야하다 걸다 요
435,만 원래 장염일 때 ,a3,만 원래 장염 일 때
116,증상은윗배복통있구요설사도했고억지로구토도했어요.,a3,증상 은 윗 배 복통 있다 설사 도 하다 억지로 구 토도 하다
396,공항에서 버스타고 1시간정도면 집에 오는데 버스에서도 서있지 못할정도로 배가 계속 너무 아팠습니다.,a3,공항 에서 버스 타고 1시간 정도면 집 에 오다 버스 에서도 서다 못 하다 정도 로 배 가 계속 너무 아프다
128,조기위암수술50하고 최근까지 식사도 잘하고 소화도 잘됐는데 최근에 떡 한개와 곶감을먹고 그뒤로복통이 심했고 좀괜찮다가 요즘은 밥만먹어도 복통과 등이 아픕니다.,a3,조기 위암 수술 50 하다 최근 까지 식사 도 잘 하다 소화도 잘 돼다 최근 에 떡 한 개 와 곶감 을 먹다 그 뒤 로 복통 이 심하다 좀 괜찮다 요즘 은 밥 만 먹다 복통 과 등 이 아프다
76,매운것을 먹으면 복통이 더 심해지고 치킨이나 삼겹살을 먹었을때도 더 심해집니다.,a3,맵다 먹다 복통 이 더 심해지다 치킨 이나 삼겹살 을 먹다 때 도 더 심해지다
5,이틀 전에 몸살을 앓았었는데 그때도 복통이 함께 왔습니다.,a3,이틀 전 에 몸살 을 앓다 그때 도 복통 이 함께 오다
222,항상 변을볼때면 심한복통이 오구요.,a3,항상 변 을 볼때 면 심하다 복통 이 오구 요
211,증상이 복통만 있다고 하세요.,a3,증상 이 복통 만 있다 하다
234,복통과미열과 검은색설사를 봐요,a3,복통 과 미열 과 검은색 설사 를 보다
291,복통이나 설사 같은건 없습니다.,a3,복통 이나 설사 같다 없다
377,복통호소 이후로는 중단한 상태구요.,a3,복통 호소 이후 로는 중단 한 상태 구 요
406,그런데 갑작이 시술받고 난 3일 뒤부터 복통이 오기 시작했습니다.,a3,그런데 갑작 이 시술 받다 난 3일 뒤 부터 복통 이 오기 시작 하다
129,제가 요즘들어 거의 매일 복통과 설사에 시달립니다.,a3,제 가 요즘 들다 거의 매일 복통 과 설사 에 시달리다
19,근데 중요한건 복통이 심해졌다는 겁니다.,a3,근데 중요하다 복통 이 심해지다 겁니다
43,복통이 없으면 스멕타 먹어도 되나요?,a3,복통 이 없다 스멕타 먹다 되다
218,시간이 조금 지난후부터는 복통이 심하게 일어서 진통제 한알을 먹은후 한시간이 흐른뒤에도아픔이 가시지않았는데 방귀가 몇번 나온후에는 복통이 가라앉았습니다.,a3,시간 이 조금 지난 후 부터는 복통 이 심하다 일어서다 진통제 한 알 을 먹다 후 한 시간 이 흐르다 뒤 에도 아픔 이 가시 지 않다 방귀 가 몇번 나오다 후 에는 복통 이 가라앉다
206,스쿠터를 타는 이유는 복통과 설사때문에 지하철이나 버스를 타기 두렵습니다.,a3,스쿠터 를 타다 이유 는 복통 과 설사 때문 에 지하철 이나 버스 를 타다 두렵다
53,먹으면 복통과 설사가 옵니다.,a3,먹다 복통 과 설사 가 옵니다
353,여하튼 오늘은 배가 엄청 아프다고 저녁에 초음파를 찍는다네요.,a3,여하튼 오늘 은 배 가 엄청 아프다 저녁 에 초음파 를 찍다
237,복통은 얼마안되었습니다.,a3,복통 은 얼마 안되다
42,생리약이나 복통약을 먹어도 되나요?,a3,생리 약 이나 복통 약 을 먹다 되다
423,어제 새벽에 복통이오고 피가 나오고 아침에 덩어리가 나왔습니다.,a3,어제 새벽 에 복통 이오 고 피 가 나오다 아침 에 덩어리 가 나오다
59,시간이 지나도 지날수록 복통이 더 심해지니 고민이네요.,a3,시간 이 지나다 지나다 복통 이 더 심해지다 고민 이네 요
430,복통이 없는데,a3,복통 이 없다
306,야채를 먹지않았는데복통과 속쓰림을 동반한 초록색설사를 했습니다.,a3,야채 를 먹다 않다 복통 과 속 쓰리다 동반 한 초록색 설사 를 하다
224,그러고 또 차가운 물을 마셨는데 또 복통이 있네요.,a3,그렇다 또 차갑다 물 을 마시다 또 복통 이 있다
238,제가 원래 식사 후 복통이 있었지만 최근들어 거희 매일 식사를 하면 복통이 생겨서 아침식사는 원래 잘 안하는 편이고점심은 보통 12시에서 2시 사이에 먹고 저녁은 7시~9시 사이에 먹습니다.,a3,제 가 원래 식사 후 복통 이 있다 최근 들다 거 희다 매일 식사 를 하다 복통 이 생기다 아침식사 는 원래 자다 안 하다 편이 고 점심 은 보통 12시 에서 2시 사이 에 먹다 저녁 은 7시 9시 사이 에 먹다
9,복통도 아팟다가괜찮아졋다가를 반복하네용,a3,복통 도 아 팟 다가 괜찮다 졋 다가 를 반복 하다
201,복통은 타는듯이 아프면서 복통 유발 하는데 이유가 뭐죠,a3,복통 은 타다 아프다 복통 유발 하다 이유 가 뭐 죠
409,복통이 심합니다.,a3,복통 이 심하다
369,복통이 있었는데요.,a3,복통 이 있다
89,매운것만 먹으면 복통이 심해져요~,a3,맵다 먹다 복통 이 심해지다
295,복통이 있지는 않는데 항문이 찢어지는 느낌이나요?,a3,복통 이 있다 않다 항문 이 찢어지다 느끼다
422,3시간 전부터 배가 아프기 시작했고 극심한 복통과 화장실도 못갔습니다.,a3,3시간 전 부터 배 가 아프다 시작 하다 극심하다 복통 과 화장실 도 못 가다
375,복통때문에 설사가 나오는건가요?,a3,복통 때문 에 설사 가 나오다 가요
80,제가2틀전에복통이너무심해서응급실에갔는데급성장염진단받고약처방받아서지금2틀째약먹고있는데전혀나아지지않고설사와복통도너무심해서잠도잘못자겠어요오늘은구토증상도있구요.,a3,제 가 2 틀다 복통 이 너 무심하다 응급실 에 가다 급성 장염 진단 받다 약 처방 받다 지금 2 틀 째 약 먹다 전혀 나아지다 않다 설사 와 복통 도 너 무심하다 잠도 잘못 자다 오늘 은 구토 증상 도 있다
370,구토는 없는데배가너무아픔니다.,a3,구토 는 없다 배 가 너무 아프다
444,복통을호소중인데요.,a3,복통 을 호소 중 인데 요
107,이때도 약간의 복통이 있었습니다.,a3,이 때 도 약간 의 복통 이 있다
205,설사와 복통때문에 거의매일같이 고생하고 지냅니다.,a3,설사 와 복통 때문 에 거의 매일 같이 고생 하고 지내다
268,참다가 7일째 되는날에 딱딱한 변이 아얘 항문을 막아버렸고 복통은 지속되었습니다.,a3,참다 7일 째 되다 날 에 딱딱하다 변 이 아 얘 항문 을 막다 버리다 복통 은 지속 되어다
32,복통 때문에 질문 드립니다.,a3,복통 때문 에 질문 드리다
49,새벽되니까 복통때문에 잠을 2시간째못자고있고 죽을거같네요.,a3,새벽 되다 복통 때문 에 잠 을 2시간 째못자고있고 죽다 같다
329,몇일전부터 복통이 좀 있었습니다.,a3,몇 일전 부터 복통 이 좀 있다
348,",일주일 처방된 약을 먹어도 누르면 아프더라구요.",a3,일주일 처방 되다 약 을 먹다 누르다 아프다
324,그리고는 괜찮다가 지난주 금요일에 갑자기 복통매스꺼움이 심해서 또 응급실에 갔어요.,a3,그리다 괜찮다   지난주 금요일 에 갑자기 복통 매스 꺼 움 이 심하다 또 응급실 에 가다
96,성별 식후에 배꼽위쪽과 배꼽왼쪽에복통이너무심해요.,a3,성별 식후 에 배꼽 위쪽 과 배꼽 왼쪽 에 복통 이 너 무심하다
